y,u,Iu,Iv,Iw,xLu,yLu,zLu
6.0,8.971466472346172,0.30856334176614425,0.15428167088307213,0.24685067341291542,155.92239363664757,77.96119681832378,46.77671809099427
7.5,9.60081735393084,0.28833645857419127,0.14416822928709563,0.23066916685935301,155.92239363664757,77.96119681832378,46.77671809099427
9.0,10.119124329575056,0.2735677105141673,0.13678385525708364,0.21885416841133384,155.92239363664757,77.96119681832378,46.77671809099427
10.5,10.559757947921922,0.26215237971385785,0.13107618985692893,0.2097219037710863,155.92239363664757,77.96119681832378,46.77671809099427
12.0,10.942992857031314,0.25297153268918876,0.12648576634459438,0.202377226151351,155.92239363664757,77.96119681832378,46.77671809099427
13.5,11.28207415969089,0.24536850547753378,0.12268425273876689,0.19629480438202704,155.92239363664757,77.96119681832378,46.77671809099427
15.0,11.586132984940091,0.2389292164044991,0.11946460820224955,0.1911433731235993,155.92239363664757,77.96119681832378,46.77671809099427
16.5,11.861731510126928,0.2333778734484637,0.11668893672423185,0.18670229875877098,155.92239363664757,77.96119681832378,46.77671809099427
18.0,12.113744535925605,0.22852270551357923,0.11426135275678961,0.1828181644108634,155.92239363664757,77.96119681832378,46.77671809099427
19.5,12.345892604720826,0.2242256403713998,0.1121128201856999,0.17938051229711985,155.92239363664757,77.96119681832378,46.77671809099427
21.0,12.56107990053676,0.22038436959005117,0.11019218479502559,0.17630749567204096,155.92239363664757,77.96119681832378,46.77671809099427
22.5,12.761616889939353,0.21692123334562913,0.10846061667281456,0.1735369866765033,155.92239363664757,77.96119681832378,46.77671809099427
24.0,12.949371884102128,0.2137760580224467,0.10688802901122335,0.17102084641795737,155.92239363664757,77.96119681832378,46.77671809099427
25.5,13.125877125874045,0.21090138576668407,0.10545069288334204,0.16872110861334727,155.92239363664757,77.96119681832378,46.77671809099427
27.0,13.29240485231605,0.20825920561452937,0.10412960280726469,0.1666073644916235,155.92239363664757,77.96119681832378,46.77671809099427
28.5,13.450022985702674,0.205818657573501,0.1029093287867505,0.16465492605880083,155.92239363664757,77.96119681832378,46.77671809099427
30.0,13.599636668678626,0.20355438477453294,0.10177719238726647,0.16284350781962637,155.92239363664757,77.96119681832378,46.77671809099427
31.5,13.742019753331029,0.20144532790232936,0.10072266395116468,0.1611562623218635,155.92239363664757,77.96119681832378,46.77671809099427
33.0,13.877839025935803,0.19947382802729896,0.09973691401364948,0.15957906242183917,155.92239363664757,77.96119681832378,46.77671809099427
34.5,14.007673089995004,0.1976249486595524,0.0988124743297762,0.15809995892764195,155.92239363664757,77.96119681832378,46.77671809099427
36.0,14.132027261519731,0.1958859563473813,0.09794297817369065,0.15670876507790504,155.92239363664757,77.96119681832378,46.77671809099427
37.5,14.251345446307132,0.19424591774016542,0.09712295887008271,0.15539673419213235,155.92239363664757,77.96119681832378,46.77671809099427
39.0,14.366019704514407,0.19269538342482928,0.09634769171241464,0.15415630673986344,155.92239363664757,77.96119681832378,46.77671809099427
40.5,14.476398022720845,0.19122613725494678,0.09561306862747339,0.15298090980395743,155.92239363664757,77.96119681832378,46.77671809099427
42.0,14.582790682080866,0.18983099569903744,0.09491549784951872,0.15186479655922996,155.92239363664757,77.96119681832378,46.77671809099427
43.5,14.685475516301771,0.18850364580820778,0.09425182290410389,0.15080291664656623,155.92239363664757,77.96119681832378,46.77671809099427
45.0,14.78470228388991,0.1872385133021235,0.09361925665106174,0.1497908106416988,155.92239363664757,77.96119681832378,46.77671809099427
