y,u,Iu,Iv,Iw,xLu,yLu,zLu
0.06,17.055271044401735,0.3085633417661442,0.1542816708830721,0.24685067341291536,155.92239363664757,77.96119681832378,46.77671809099427
0.075,18.251703077062793,0.2883364585741913,0.14416822928709566,0.23066916685935307,155.92239363664757,77.96119681832378,46.77671809099427
0.09,19.237034291426067,0.27356771051416734,0.13678385525708367,0.21885416841133387,155.92239363664757,77.96119681832378,46.77671809099427
0.105,20.07470400967626,0.26215237971385785,0.13107618985692893,0.2097219037710863,155.92239363664757,77.96119681832378,46.77671809099427
0.12,20.803255497739507,0.2529715326891888,0.1264857663445944,0.20237722615135106,155.92239363664757,77.96119681832378,46.77671809099427
0.135,21.44786845380125,0.2453685054775338,0.1226842527387669,0.19629480438202707,155.92239363664757,77.96119681832378,46.77671809099427
0.15,22.025901676580638,0.23892921640449916,0.11946460820224958,0.19114337312359933,155.92239363664757,77.96119681832378,46.77671809099427
0.165,22.549830240655144,0.2333778734484637,0.11668893672423185,0.18670229875877098,155.92239363664757,77.96119681832378,46.77671809099427
0.18,23.0289214210062,0.22852270551357923,0.11426135275678961,0.1828181644108634,155.92239363664757,77.96119681832378,46.77671809099427
0.195,23.47024818156884,0.22422564037139983,0.11211282018569992,0.17938051229711988,155.92239363664757,77.96119681832378,46.77671809099427
0.21,23.879331542328796,0.22038436959005117,0.11019218479502559,0.17630749567204096,155.92239363664757,77.96119681832378,46.77671809099427
0.225,24.260563832415603,0.21692123334562916,0.10846061667281458,0.17353698667650333,155.92239363664757,77.96119681832378,46.77671809099427
0.24,24.617496818260978,0.2137760580224467,0.10688802901122335,0.17102084641795737,155.92239363664757,77.96119681832378,46.77671809099427
0.255,24.953043381184315,0.21090138576668407,0.10545069288334204,0.16872110861334727,155.92239363664757,77.96119681832378,46.77671809099427
0.27,25.269622116626397,0.20825920561452937,0.10412960280726469,0.1666073644916235,155.92239363664757,77.96119681832378,46.77671809099427
0.28500000000000003,25.569263205929662,0.205818657573501,0.1029093287867505,0.16465492605880083,155.92239363664757,77.96119681832378,46.77671809099427
0.3,25.853687377047223,0.20355438477453294,0.10177719238726647,0.16284350781962637,155.92239363664757,77.96119681832378,46.77671809099427
0.315,26.124365767070753,0.20144532790232936,0.10072266395116468,0.1611562623218635,155.92239363664757,77.96119681832378,46.77671809099427
0.33,26.382565974859315,0.19947382802729896,0.09973691401364948,0.15957906242183917,155.92239363664757,77.96119681832378,46.77671809099427
0.34500000000000003,26.6293879587737,0.1976249486595524,0.0988124743297762,0.15809995892764195,155.92239363664757,77.96119681832378,46.77671809099427
0.36,26.86579235346143,0.1958859563473813,0.09794297817369065,0.15670876507790504,155.92239363664757,77.96119681832378,46.77671809099427
0.375,27.09262304923986,0.19424591774016542,0.09712295887008271,0.15539673419213235,155.92239363664757,77.96119681832378,46.77671809099427
0.39,27.310625374898592,0.19269538342482928,0.09634769171241464,0.15415630673986344,155.92239363664757,77.96119681832378,46.77671809099427
0.405,27.52046087283405,0.19122613725494675,0.09561306862747337,0.1529809098039574,155.92239363664757,77.96119681832378,46.77671809099427
0.42,27.722719405272763,0.18983099569903747,0.09491549784951873,0.15186479655923,155.92239363664757,77.96119681832378,46.77671809099427
0.435,27.917929149987888,0.18850364580820778,0.09425182290410389,0.15080291664656623,155.92239363664757,77.96119681832378,46.77671809099427
0.45,28.106564912189313,0.1872385133021235,0.09361925665106174,0.1497908106416988,155.92239363664757,77.96119681832378,46.77671809099427
